order_id,products
3332037,17341 20682 24852 46842
265397,27845
28651,44397
2868486,19057
2155564,24852 42265
1929033,24852 48205
1578089,7676 9551 24852 28204 37213 46029
796855,44632
238842,611 2164 5077 6638 9839 17794 21903 38689 41488 42342 47766
2893950,13176
851616,13176
962156,432 21903
2864534,17122 24852 43209
2012972,20119 24852 47626
3363072,1063
3176450,45190
2700065,23102 33351 48527
609771,19057 19660 38293 39877 47766
2195647,1194
35783,45190
2432708,24852 26165
1132337,11163 12980 32828 43799 43886
2797644,17981 25804 39108
1886409,8424
1803562,44632
1647396,24852 39275
1122109,24852
1755247,1940 7533 13176 20682 33791
1573103,196 19660
2027927,15905 23020 24852 25581 30659
1329407,7600 10957 20161 24852 27816 31872 32211 32784 39993 44142
34523,47626
2195243,12384
1542350,16185
3218368,19660 40396
3064453,3896 19366 24852
132285,15950
2480716,27845
2434627,10132 22298 33754 47209
1898588,31683
1283190,27845
3097718,13292
641643,22476 24852 30696
884486,24852
3372477,10957
1724695,43154
299507,9515 17429 19478 22035 27344 35951 45013 46906
505746,35951
973890,43352
3365312,24852
2018406,24852 33754
1462333,32655
2322948,3243 24852
2852150,18212
3310281,21601 24852
2644889,13176
752603,26706
1033224,8920
524655,4724 35886
2153893,19057 21137 21497 27966 42139 44359
3287740,25525
1313135,4486 27845
479368,20114
2536223,27985
2578341,13176
564069,43154
58758,30827
2099574,11520 24852 47766
1752211,24852 44632
1594384,13198 26497 31371
143871,7521
646989,23909 24852
469194,1194
2355576,24852 44632
967924,13225
535366,920
2611902,36472 41400 46562
3160571,24838 47209
2653476,758
1448439,26604
3123591,1463 21616 24852 27662 37687 41806 43654
2082743,13176 35951 47209
836665,7260 43967
2965439,14947 37766
2897014,6846
1064113,13629 36011 37646
3255447,35042
2097501,8518 11777 21903 37317
3405103,329
18635,16262
223143,5959 14467 20345
1977338,26209
3199853,24852
2368836,432 8277 26790
1783078,24852 48186
1693319,46667
1493308,47626
907195,13176 14462 41220 41433 41950 43768
1717037,4329 18272 34300 39160
2052186,21709 29544
2079110,5646 18362 20186 22035 27325 44089
2500988,13176 44765
1394521,6210 24852 35383
1106037,23262
1864743,12384
3157846,24852 27730 33452
2165422,1940 46061
563641,5120
1914491,6567 15290 24184 47626
190083,7781 13176 24740
586808,16262
829820,13176
1634343,23020 29735 34234
2855294,19348
133072,9471 13176 16489 27966 36878
2308089,23431
533019,21903
685203,196
2246373,41276
2950657,1503
2083218,5360 47766
1943253,11069 18689 23165 37687 40541 44306 47734
2436104,24852
915860,23909
249552,34050 43735
2696998,16797
337230,33754
534301,26738
2952307,4605
1830444,31102
495135,10831 16384 36485 38192 44557
1352589,35939
3041623,3765
1202051,24852
764384,2748 27845 34789
509497,47766
1535462,5479
1660457,43154
2067019,13176
181018,23909
1607918,18439 30135 33589 48246
2026838,26510 32394
1016955,27845
2360062,24852
3071022,19660
745574,19677
3101142,35221 36956 38024 43734
3239036,24852
2551383,21645 48142
159325,35336
1913221,18465 47209
2275853,30910
3303815,3308 35752
197361,13176 25466 27845 32537
1652903,12341 39928
411259,24852 25931 43961
3040706,43076 47209
2611536,1511 47209
1071656,19863 24852
3193795,44765
1584133,40706
1759128,13176 36929
1056400,24852
1642442,42504
1528843,24082
1598065,13176 26165
800036,24852
1595225,3952 21137
1433060,24852 38809
515516,44632
2363755,17640 31610 46844 47815
1105074,35842
343683,3562 4210 9340 11472 18610 21187 24852
1235385,2078 44987
128410,2748 13176 21267 21903 31730
2892188,26209
1348161,19660 29487
199381,44548
2256492,6974 41929
3023191,24852
3243859,1463 36011
3317773,44632
842090,49683
715474,21903
3189874,21616
2970675,8061 21903 33787 40571
1630235,5876 47209
642388,19575
1742941,432 28523 34134 49416
2388152,47546
1485294,8736 36164 37067
1620286,21903
135348,47766
3076843,13176
1241272,32403
1642664,15424
1003926,2106 10895 19057 29993 30440 44625 49112
2342359,19019 48109
1799314,13176 30391
3019203,13176 17461 47766
121615,21903 43772
124517,5120 13176 24561 44815 49621
3011040,4920 13176
1668975,9755 21616 26604 42139 45437
552080,17330
1689592,1463
2023552,10957
1026582,47766
1608530,13176
1945750,1215 24852 28946
2843346,5077 24852 30949
3244276,13176 19348 21616 21903 33401
650967,13176 21616
1025121,11212 24413 24852 35628
1760798,18531 21903
1497803,19702
1446293,47766
334416,13176
2985769,30776
3356125,13176
2759002,5785
3380827,48762
2028035,47766
770800,5450 13176 28204 30391
2041604,8834
2620656,9825 11520 13176 48398
2610203,13176 17237 21903 47209 48679
1035687,12606 21100
664818,8277 8424 13176 26131 27316 27845 38689 47766 47912
1302351,13176 21903 45007
1813426,47766
605161,35417
775524,13176 37158
1950301,1649
2281039,24852
3320274,24852
2133421,48679
2754197,14576
542743,16014 21351 28427 43192 49235
2192722,21386
1659180,3539
2616685,35042
2839629,11576 13176 24852 26209
1317123,18599
3174257,40233 48795
305436,35221 44632
1876755,13176 38689 47766
3006674,19660 42803
54134,5134 5640 8021 27247 35792 36404 47059
1888024,8424 18897 24852 40545 46755
1377258,6128 10673 13203 17335 20682 37229
588746,21616 24852 36695 43654
2074054,13176
1108244,24852 29487 31915 47144
180783,24852
212235,13176
2961028,2966 21903 47626
1443878,196
1691281,19057
3207037,196
653846,6369
3099843,13176 36127
3144989,40332 49279
1337436,98
2223829,27845 35628 43122 47209
1140675,1811 43295
2265867,8859 28226 44156
1446886,13176
1257292,7021 27730 30442 35336
1668765,24852
1713354,19370
332586,35004
2954157,3566 5785 13176
3210183,15592 21267 24320 24838 47672
824394,8277 11520
3359738,38768
3410368,39657 43154 45051
773560,13575 19691
2000764,3631 24852
2540359,10957 24852
2092562,21137 32360
3371204,3562 30183 30696 37917
2591856,1511 24852
3040359,32566
3290403,24852
539331,30391
2313497,13176 47209
948895,2078 5373 16185 37866 47209 48140
1143780,12817 24852 43279
2649331,41148
1936352,25513 31487
2649798,15390 16797 20561 21497 24852 34050
640178,31651
231452,24852
3017164,18564
812710,9839 14874
959659,19894 24852 26209 34197 36550
673976,13176 22935
690083,17758 19057 24852 35851 48726
2269504,13176
3382373,10337 47209
1316944,45948 46906
1871974,47626
417015,10957 18418 19734 24852 28204 36316 47977
2366211,25171
941200,21137
738309,21616 24852
2065734,8174 12384 13176 43713
2635154,13870 24852
249193,24852
2988277,24852
1896891,10957 11182
387510,21137
811094,48142
2159653,49235
1142695,37691
3252837,40604 42768
2836146,24184 24852 47626
2466498,23909
27317,19691 24852
2993883,4421 19660 22035 23233
367132,24852
1835952,14371
2810218,24852
1308743,13237 18725 27323 32141 32403
2409345,38383
2442532,2855 21137 33198
2555301,24852
2479744,31683
1097470,47626
113569,6128 7240
13545,196 43693
2659545,27325 47145
354731,24852 25890 31927 34466 46667 47766 49235
2941128,13176
2601561,37317
782072,24852 34565
3382555,21137 24852 27086 44622
3393303,24852
2607366,13176 14780 16759 18523 25093 26346 28985 37687 38383 45007
1977123,6489 37646
3070928,29487 47759
299687,432 29993 33198 47868
1016829,20015 20723 35946
165396,12341
378470,7681 18465 28820
1732700,4210 24239
162746,19057
482641,17878
366529,21463
484920,13176
2326864,8424 21903 24852 36011 46979 47626 49610
2399029,3957 38689
2984248,19348 26209 27966 41220 41290 46326 47209
808983,196 6184 13575 38928
1843213,47209
607048,7146 35561
2038004,13176 22035 23879 27845
2465340,22035
228862,24852
721648,24852 27845
1077711,196 852 26038 26505 30441
1510279,24852 27845 37646
229151,42244
352861,2344 18811 19634 22963 25371 32585 34668 41806 47029 47209
1629450,13176 21070
2342452,18027 30489 34466 44359 47209
98209,10070 22035 26165 27086
216680,726 16797 45066
989407,47626
163332,24852
2758404,10333
2804175,11123 13176 20574
2927893,432 9430
1251897,2962 24852 28204
3087056,5115 13176 17600 18523 27392 27966 36735 44560
2292218,5031 6297 10527 13176 14633 15025 16759 19057 27690 29447 30639 31717 35108 40310 49609
363911,5785
1022101,30489 39993
2393133,14992 16083 24852
669140,9387
2887424,788 790 44697
2556175,13250 22882 36943 44666
2286373,35503
2329214,14506
1824506,47626
1272478,19660
478729,44632
816008,15269 23909
993499,196 21573 26348 30591 31651 38928 39657
2756888,35914
2745659,24852
3372790,13176 48395
173834,22640 23543 40777
1294945,13176
1107396,7673
2993192,3389 10957 15700
135080,27985
2151154,24852 26604 35336
768320,46654
833586,22298
18559,16797
1031817,4920 16797 47626
1745942,12872
1190403,1774
3307838,17924 19660 21769
1119448,4313
2810844,5785 13176
2724669,4472
586699,4724 11365
3088637,13176
1791019,2298
2897195,27845
2992510,21137
2498811,27845
494975,28204
400885,15655 24852
1559460,17191
824200,1463 44961
2149174,24852 42049
46511,24852
2213057,35951
592835,45066
3200840,2210
1345791,8048 9839 13176 39275 49235
1189692,42389
555962,44632
1661200,44799
3002508,19660
2206627,9510 43295 47766 49098
2635728,7170
1600676,22866 26493
273092,17795 38444
1943739,43961
1478539,16508 44787 47888
2934461,196 6760
1963004,4799
2993073,13176 16797 30489 33120 45007 45570
998795,24852
263839,432 2913 13176 27966 36036 47209
1147138,13176 39928
674717,12545 24964 44471 47766
3108276,5258
37890,45 23102 24852 34024
2796593,14999 16234
66062,5031 7139 31717 33401
1893447,48857
693599,19660 21137 21903 24852 27845 39877 40706 46584
3373031,28204
3190408,7963
81735,5258
1709683,5785 19660
1465484,24852 27521 45066
918206,21903
1281307,48205
934548,36691
1052447,12916 19660
1347073,24852 38164
1112030,9421 25931 28985 30489 43295
533197,24852
1013014,9839 12341 24852
2031806,19820
401747,25466
143581,20082 22963 26209 46979 49683
1346394,1775 3594 5794 23431 23763 25706 45531
1781833,26209 49235
1405119,8012 10749 24852 28289 41057 41290
2855690,4799 26165 35951
1141322,39993 40338 43565 44085
2755201,24253 27247
67634,9387
869757,13176 18020 25407 27086 28204
124651,28204
2350308,1940
3408626,19660 38453 43619
1048420,14853
1802399,47209
2559571,1695 10673 25952
2375299,30489
3111717,18523 24041 26209
2686053,19057 30489 36695 38562 40396 45007
1734805,13176
3340223,19125 23383 27325
1945597,31717
1312478,47209
1957739,2295
1582402,33055 37646
1226397,4347
2046704,31846
2275263,5782 16797 37886 43352
2283666,19348
1917296,21616
2427013,47626
1089862,11520
2826898,28204
2883859,24852
1290204,6799 14233
1220915,19660
1682450,21137
2541443,329
256303,27790 32478 33000
1845710,1689 6184
1272618,19057 20842 24852 33572
1811779,4957 16097 16848 27845 33754 33787
3097416,29848 35321 36624
2705864,21616 21903
3000403,9020 18027 24852 47144 47626
1951624,21903 45681
21194,24852
2731873,14814 27695
137646,10912 24852 38159
3325441,4920 7280 9595 16797 27845 27966 33754
635959,13176
3324131,37188
3341003,260
3263938,17341 20682
476241,5876 21616 31231 46069 47144 49683
2088809,45 13176 21137
1682596,5612
758123,24852 27845
711065,14947
2150361,21137
2147427,11512 13237 23909 24852 37654 43352 48205
2916228,13176 46802
2565018,27845
816444,16083 21903 24852 30489 47626 48182
2626053,30994
3281008,13176 27958 48645
3201010,10473 12341
643595,1160
3325532,42450
564207,27845
2249563,2855 9839 10096 16589 27845 28985 32486
663973,18523 40571
1423854,22028
1897376,19660
1365086,5067 27086
2103384,21174 24852 27744 43086
3355668,13176 45007 47763
3357636,19660
377623,43295
2897131,14870 33198
499641,23909
2057611,329 9839 21137
2810729,8580 11123 31231
1303385,27845
1640378,27951
2171281,546
3021988,432 13176 20842 23794
261855,13176 42615 43376
638483,21903
2281446,16083 27845
2898232,19322
2467620,12732
573324,10831 37335
1609911,47766
2572355,1263 7571 12218 37654
2806154,27960
2542797,4210 19376 41488
2809056,47766
199412,13712
1865162,44632
831801,10749 13176 22935
2897714,49235
2652504,7563
2303684,38264 44632
329725,6182
3118452,21616 24852 31040 47766 49683
506161,24852
2889926,7350
2120955,32566 47209
3285134,27086
27604,4605 47626
3005894,27502
1678807,24852 28745 30169
1833783,13176 18827 21019 21269 26369 33640 35121 35223 35547 42768
462166,21137 24852
939598,21137 41950 46906 47209
2567834,4367 20842 21903 42265
3285598,24535
2740053,24852 43154
46304,5785
556453,4799 13176 17795 24838
3380465,28745
815079,8847 11132 14678 15649 23094 23805 27663 35887 40852 47492
172717,287 24852
2374222,35626
1895466,31215
2009837,2120
1754010,5876 9839 28985 30391 44359 47209
3337975,24852
1931412,4210 4853 33109 47626
2251982,24852
1525232,2002 13176 21230 49683
2372864,6046
847889,5077 11499 21137 27845 28572 39928
2982151,11123
1541682,17417
58816,24852
2248325,8834 9387 24852
2000346,10749
2233933,30340
2380126,4210
1110883,5120 5785 17487
343898,13198 21497 27845 45007 48364
2484660,15297 32429 46514 47766
2122155,2120
72359,10603 21376 44632 47626
2950200,33000
183758,46747
1920232,36011
2418347,20842
2028518,41276
1741637,10070
697535,8571
2521417,3957 19125
2157611,16953
2071160,45066
1798138,8953 17902 49610
2368143,5479 35045
2239636,16703 24852 26351 44632
2591812,196
605128,5077
3143904,23341 24852
312629,5876 35824
957128,49075
2914306,21137 35628 40706
974301,5025 37067
2231511,20738 35108 42828
2449036,33245
2833757,13176 27966 31720
491696,13944
2576064,23634
2429596,3880 24852 34050 47626
894961,47626
2836395,21903 49683
2095130,21125 24852
514832,21137 27344
1661627,23044 24235 27845 44632
2037178,6825 12218 32403 34234
1839787,36316
1028409,13176 28601
1953657,47209
2233652,13176 31651 33198 39657
3288601,24852
1135054,24852
76164,24235
3031719,8048
1472200,26209
2919426,19348 24852
997935,4945 24852 39275 47766
3202684,23909
355916,11520 30117 30391 33195 35951 46667
2896974,14493 17600 18721 24852
2832358,21903
618823,38689
289728,31215
1659320,24852
162404,32347
1281191,9808
24752,13176 30420
1812094,12341 19660 20940
337043,24838
1466883,18606 21469
3399379,21386 47626
465195,8580 31231
2398565,13560
1043700,10275 38739
1627209,15100
1012505,9839 13176 21903 35914
1917166,16185 24852 27845 47766
2964490,36036
1269293,47626
3188283,21376
1506431,49610
2995163,21137
60225,26620
2511854,26317
3378688,24852 45578
3304057,12427 22362 26348 37710
2860809,1347 24276
2158948,24852
26951,30233
315230,15902
2582735,27966
740507,10749 13249 14491 42380 48109
2716899,19348 28199
966100,13176
969713,48205
95070,21903 37646
2935270,7963 16363 17948 26165 33764
432168,13176 32403 38928
2521500,13176
1003334,19660
2677713,32740
2668595,6184 8571
3030671,8048
288445,35914
3205886,10070 20842 27104
2430826,30489
248552,20082 21267
2913516,38768
2777337,10912
1960302,5161
2928984,20113 24852 49628
1126130,5296 17341 17616 47626
2172147,19660 39275 42244
1286761,4658 21137 46650
196353,21903 47209
1610936,19660 20119
3278220,13176
59885,24852 27845 47766
3000127,47144
3406075,13249 24852 30639
2654481,5785 8834
3103976,41290
1154200,41844
2583852,10957
1812530,13176
191765,9839 24852 35221
11888,8736
1491551,1700
457948,13176 27845 47209
1319193,22935 33198 38164
2727538,17630 21903 31717
1057041,5785 25832 41950
2555059,13966
2911682,13176
1929348,16826 34573
3102003,49030
437,27966
3240701,8174 38689
619347,8571
1380117,29503
1816736,12897
2755407,21948
2677908,15290 24852 39928
3258187,35504
949148,13176
1479061,1158 24489 24852 34969 47626
3237366,40706 42585
1311969,16797 20842
2002320,11777 13870 27845
2635216,37687
1048463,6347 13176 21903
2601111,24413
1744993,13176
1058760,47626
2104532,6046
996912,23909
1425041,24852
2024434,20113
1884328,24852 27845
329218,15655 21186 24852
2740320,19057
2798419,28535
420833,5115 45066
1476988,6184 33783 38928 42803
1611431,4210
2516295,13176
127620,196 26348 45051 49235
3001591,44359
2016440,29077
167635,41400
1239209,19145
3141592,23909
2224435,8424
3210813,24852 34969 47209
2890470,34050
551376,4210
2884920,43889
635707,17652 21903 30252 47209
1770990,329 8174 13176 13609 29594 31915 45007
1450219,24852 47626
2240086,13176 14084 21019 24221 30391 35951
225952,12756 17027 27845
2103352,5918 26209
721413,24535 28593
259653,17341 31871 43739
1812604,24852
2696121,31808
1471077,18677 44632
3290354,40174
1655188,24852
817982,10995 32734
2468129,39180
928025,8592 24852 47788
1333957,2120
2449276,33147
2995971,8339
1105256,5258
486584,5422 19734
2686250,14947 21709 24852 35221 44632
1143825,13176
3328410,13166 27511
3134024,13176
978277,1940 13176 20463 42450
1035140,2732 4642 35958 42508 45447
2181606,26079
689655,4938
1963248,36956
1878406,18465 27845
3050390,24852
1654207,5876 21903
2175758,24852
2210991,38809 46820
1855603,432 5818
1216907,15613
1322253,40120
2793446,13176 16759 21137
1655386,44500 47977
3419502,4942 5450 21903 38456
1410244,4472 48679
448609,21903
2383432,48186
508043,22825 24852
1280678,11777
1831300,13176
3182566,49235
2844282,16797
656085,1463 2855
2084946,28204
1479086,5450 24826
842035,26604 39275 47766
2431774,17484 21137 32139 39160 39180
2764297,13166
276291,27945
1706749,13176
1919222,40939
3241297,5258
2203197,13176
2856832,45007
1945258,35221
1162102,22298
1682227,2855 26800 30489
1404993,2846 27336 42861
1159064,36284 40706 42557 47766
209218,47766
763845,11992 35628 43643
1289221,13176 21903 26604 33120 40706 47144
3206442,30827
1184169,1172 13176 19660 24964
3377357,22035
1525796,30639 47626
3056929,21938
346253,19677 32267 49235
1519214,21903 28745 47766
1699410,8153 24852
1790473,13176 20015 40709 40761
2069262,33198 39275
251743,2983 20392 24561 41842 44632 47209
1413940,34027
1126334,10163
292378,39527 47611
985345,24852 26894 47766
2537941,19915 33198
2147382,21137 24852 27966 31127 38374 42265
141382,13176 24024 32134 48186 49610
3076771,3957 24852
2896287,35376
1773080,20794
5007,11759 43154
649945,329 13176 20851
590544,1883 3957 4920 5212 5876 12409 13176 14764 15592 17938 18027 18048 21137 22035 22113 22825 26790 33198 34126 36695 39427 41375 42803 47209
2884732,24852
1034176,15592 24852
1704509,47766
2385279,13176 21137
2872310,21137 21903 47766
1345597,9411 29640 45066
2873256,8968 45840
1328779,33000 37317
2863114,21616 27966
1675495,24024 25753 27521 31853
2434361,39349
706978,3990 10673
1513995,5479 13292
3292831,16797 21903 21938 27966 38383 43086
1995943,49520
1227870,18670
347647,49235
2032995,24852
1124742,26620 44632
2825153,21903
1334312,12341
1932553,40777
2105754,13176 14233
2893677,6182
2502598,8859
972870,16797
1170396,5479 13176
3004253,12614 20904 21903 43735
3373862,5479 15649 16797
2381928,41276
2155837,16185
961180,10070 16797 24852 28204
1161615,39275 44795
481289,4920
3285249,33351
1109254,24852 44570
2207693,5038 24852 26856 42736 48616
1117692,15399
2993471,2078 21903
3318716,196 19660 31651
1473462,14947 20082 37074 46650
1127348,2855 10749 20119 35221 44632
2667934,32403
2974267,13176 24221
108133,43295 44632
593287,5819 35761 39844 41722
1880921,24852
736879,32566
753433,24852
1376756,18629 21137
240024,47977
3021107,5545 33623 46047
2328815,40545 42585
1055251,5479
1126266,19660
3321576,8277 30391
2519486,33401
179415,13176
2407243,5421 39276
2984316,21903 26298 27744 29594 39877
1385583,9397
122813,9839 10621
1214658,26346
607873,24852
3286733,24852
135763,3957 21903
231481,35221 47209
2723451,46906
2635127,42278
2702145,13535 16185 17461 22089 28849 35108
2677691,20842
2946218,21709
1157350,8424 15937 24852 34243 34358
462970,21553 37849 45190
1997730,13176
193295,27845
373459,8424
2439334,28071 40268
3206712,16083
1828467,432 812 1368 4306 5322 9009 15424 17224 19511 27344 36076 38656 43645 44129
2144414,9623 36866
2981573,3765 28299 35042 47145
2853984,30776
992179,7862
2636421,36929 39276
1845910,11143 31555 39928
2705034,27845 38689
2777936,25513 33731
3357985,24852
327897,43963
2783939,5785 7185 14233 16185 16589 33198 47209
2081058,24852
3362270,23410
2448869,36011
223133,6184 32478 40199 40939
1972917,13176 26209 27966 37646
1316969,42719
1680552,1511 14947 21137
1683354,21903
3321218,27086 34050
369473,22754 31981 41741 44799
2318767,22610
2596482,21903 24852
1032695,5785
1410287,30489
168222,2091 8490 13176 24964 49235
1485427,27845
1684839,40706
278520,35221 44632
347259,28465 36865
565203,40706
1619212,12916
792465,42736
1640364,18465 41950
1288206,35951 39275
2711055,10132
768420,329
1949445,37374
1140498,35470
568469,24852 47766
251673,10296 13176 28745 38656 49191
1385048,23288
3062128,30795
294234,44008
163390,2092 34688
1794312,36127 46906
2594273,12456 21903 24964 47626 47766
2407396,13176 34668 36724 37646 40852
3095638,4813 7948 13176 36685 47119
1180171,21137 22963 32566 47766 48679
930881,13176 30850 31720 32655
1953660,5785
888513,11759 47504
3143692,329
2225883,9955 13176 28420 34197 43122
2056524,5450
2013948,44632 45066
1945129,27325
986120,24852
2417610,9597 41771 45007
141594,13263 28465
3304245,24852
1681709,23650
1982684,21903 43295
1994969,28204 33198
320212,35958 47119
2547026,15404
1524811,43476
3135976,21903
762104,45603
1747090,10749
2851657,21903 24852 24964
3330831,23 24852 46676 47766
43464,14947
825064,24852 37646 47766
2926747,8174 13176 22825 33055 47209
2735616,1511 24852 49235
1942094,24852
235585,6046 16145
1393353,5212 16291 21386
3362393,32851 33548
1159286,35951
1005585,24852
1981984,19677 33198
1280821,14218 47209
2069283,21903
1738602,11821
3033991,4942 21137 24852 38689 47766
3308142,6760 21386
365221,11885 26317 32478 37919
2160819,26317
339798,40268
2254861,13176
2889908,13176
2065155,2732 48679
526604,45167
3079611,8571 16797
2076445,19981 32747 47931
2300936,35199 36758
530033,7131
48346,13575 32403
3274684,30489 38164
3358725,29447
2336234,16617 18926
3279989,31717
2174158,4724
2018795,4006 24852 29640 32156 34735
3198001,9411
3033626,13176 24852 26558 36127 38739 40174
1350741,196
2541940,13176
830026,9076
208365,32923
3271275,28465
3341355,10957 38948
705497,7116 41488 46842
322072,2228 4889 11081 12863 23888 23909 24852 36214 38074 38124 48004
3248723,33572
2915077,24852 28204 46107
2574070,28020
2603058,33000
3085122,13176
1809079,13176 18418 19660 21137
771514,8424 11512 21267 24852 25346 47900
2980301,3583 8174 13176 17948 24082 37971 45066
150703,1890 5785 13176 27966
931522,21137 24852
627594,39475
2025008,26317
56312,46088
2477532,5450 34262
1757207,26209 28934
2026003,24830 27845 34809 45066
2607018,5479 19660 27845
1625453,19660
2001331,24852
2558603,26209
3088115,4210 9411 15801 17615 33791
1804612,1463
1217882,27845
1993828,15424
3224742,19660 22802
2300982,5422 24852
618628,8859
1394293,47626
3018009,21137 24852
1674182,24852 27845 42265 49683
3166784,196 19660
1186322,30447
550228,28427 45190
2759729,6801 9076 18758 23256 30696 38548 43352
1268693,25985 29646
1695534,6361 9839 14874
76356,12844
3110909,24852
1759701,17949
1796496,16363 24852
1781443,47766
3130491,45954
132998,8424 47626 47766
3020883,22395 24838 47873
63199,35561
1420006,196
1183172,33251 40709 43304
1889932,15290 22035 25890
3074804,8424 22123 30233
13936,8424
2671833,9839 27966
3249063,23233 30489
3299746,10070
896048,13176
730028,21137
522075,21137 24852
89776,13176
3105997,1158 8277 46226
2402017,8214
166872,30489
962841,20082 24852
2915706,8859 21137 21616 27966 43654 44310
474119,13176
2882363,13176
1225034,196 40199
3077411,15981 45066
2924418,27554
924708,47209 47780
2475993,27845
1630123,22963
1599634,36472
1446390,24852
2053884,24852 46676
1875240,24852
24883,13646
1992187,24852
1791034,24852
1766381,17981 18432 18534 31450 34986 45064 49176
1935296,18828 21295 37158 39642 47717
1529911,24852
1826895,24759
2601320,2748 45504
509076,27730
2061647,26914 33198
1221364,45066
2045909,14467 21903 27086
26383,24852 27985 49610
2879586,11520 34197 47209
2076860,8571 10246 21903 38768
3048500,6184
604835,16282
2487301,19348 21903 24852
779113,7177 10673 15937 47209
61782,22598
2185136,32734
391004,8571
2613353,13176 21137
301668,27845
2896988,1511 16083 21137 30442 32369 37067 38689 41588
2073944,4372 5619 13176 19057 26209 27966
2956935,24852
3314275,38928
3183997,46979
1509638,19660
2362967,13646 28985
2131171,10749 33120
1436573,33081
471255,24852 31288
2997316,933 16797 28836 40354
2525538,8048 8571
899123,4920 6774 16797 17872 24852 24964 38293
3218789,24852 45007
1456602,8929 12258 13380 21903 27845
3159434,8859
232553,9515 24852 45866
3215737,432 1511 20082 21137 46667 47766
1417216,1463
1200998,5479 24852
129297,4656 13806 17487 17616 26604 27966 33819 36606 41844
1766035,29117 40706
1728541,2295 8309 13807 20512 25890 29487 39408 47209 47766 49683
1287928,8021
2230706,5876 21903 28985 47209
1861534,17825
2834400,1511 24852 25837 29675 33754 33787 47766 49683
1075479,37552 45445
841962,4658 6218 7781 21137
3056716,13431 24852 47766
2711780,43631
2235145,21019 24852
612226,24852 38293
1066393,21137
123109,21137 24852
721368,28715
2612865,27985
513786,24852 38185 38948 46842
806173,33000
388112,20119
3137013,6948 8667 9604 11520 21137 22035 27336 30776 38647
1919064,27845
3085555,24852
144374,19660 23315
411583,4957 21903
3118696,6184 12341 13176 29794 41276
2154536,13176 21903
1424898,2962 24852 47626
1134709,12341 20518
3406595,4600 21137 21162 28476
2371889,10779 15227 17652 35782 36085 40174 47209
137381,5258
3215292,8859 11481
3390547,21137
3402092,27845
3134409,28934
3089705,21137 29117
1469370,14715
3084540,11520
1909569,24852 30391 47209
3278120,6774 28985
772464,12614 44632
2720982,13176 17924
2729389,21903 47766
2733671,14414
1227336,3801 11210 24852 27730 32030
230350,38689
3249113,19660
2516610,4793 38988 45570
2524788,20995
161411,13176 17795 21137 47209
371006,23909
1028427,21137 29447
2469500,13176 21553 22935 26604
482633,13176 47087 49610
1837202,9703 13176 19057 36746
388785,13639 14379 24701 27885 38444
2619021,27845
324591,13176 16874 28299 39877
2767097,45763
1373272,27845
1874321,29487
2488192,8424 19057
2155263,47766
2554468,14971 19660 24852 47626
2879548,18523 24852 28204 33754 34668 47766
2454548,39928
1261520,4451 5212
1033351,4605
1901770,19348 43631
741972,20877
2057422,21137 44359
379770,23763
2544974,43352
977638,13774 19635 47209
2411782,21137
300123,24852
2548722,24249
594140,4920 5450 16797 24964 39877 45066 47626
849945,47842
1495683,21137
2192064,13176 33232
567619,13176 13702 35951
719888,43154
2505142,329 17600 37646
920589,21293
2521052,9839 21938 23765 25931 28985 44359
272023,9424 25362
1989247,1940 3696 17769 28971
1277128,42347
3047348,22959
1285593,47766
1545291,5876
1923989,24852
3301797,2966
1445333,13176 25670 27325 39928
1948835,3464 8997 22935 33787 35108 38689 40571 41950 45123 47209
450777,19660
555372,47626
1984182,9387 24852 28204 35458 35507 47766
2584692,4920 17600 21137 24852
2654021,5785
676356,196
1805465,13176 16797 19348 22035 23729 28465 47626 47766 47792
1996098,24852 27247 27966
2367840,21927
1980043,21137 33768
856465,42300 47766
2897936,12341 21903 38768
2574542,11109 13176 47209
1830466,31343 47209
1938043,8277 14371
1337988,196 23909
2563384,5699 33463 46393
51780,27845
2063680,30340 31808 40332 44487
1747251,3957 47766
3240540,32842 40338 46842
1925242,10441 11759 12427 13032 16732 21573
1244575,21616 24852 27086
1768239,49520
2204022,5699 11865 21137 25242 32843 39108 42110
1092147,2748 17080
864773,4605 22640 49683
804662,24852 48205
3181382,7916 21903
2446854,38400
828535,15592 27966 30776 39275
603838,26346 45007
3155773,45656 49235
1789584,5077 24852
137663,21903 41842 47626
2023785,11712 24852
2180905,10957 12782 40310
1612035,13176
3295557,5479 18689 45343 47766
1125419,24852
2281381,13225 24852
714745,24852 35628 38689
2315744,8424 15290 24852
37954,3020 34134
1418712,13176 37496
1296012,18523 27360
2456052,9387
17044,16797 19660 21903 47766
2073968,27845 34243
471204,22935 27086 30776
1724728,13646 44632 47209
1617578,40706
2909899,12341 20940 43352
14369,23909
3070293,8479 21903 43394
882310,31299 33754
2391369,5077
658901,27845
2016655,16797 18362 38689 47626
453854,27086 42450 45066
2473007,21267
257973,3318
2202288,1463 4957 17794
3413140,21137
3289520,35004
639091,196
2951257,24852
2421140,13176
1387269,45004
1073517,21220 24852 42637 45948
3247743,32747
1383680,24852 47766
2333205,13176
72374,196
161830,23015 26790
2543184,41400
3016138,42803
2522907,43394
757498,9387 17316 46820 49235
2123429,11520
342350,4210 19511
3228220,24852 37646 45066
2921784,24852 49520
343925,41276
207866,30720 44683
